Coins01.jpg;Туз;пентаклей;"В скором времени ожидается этап процветания в жизни. Возможно, начнутся новые проекты, которые увенчаются успехом. Вследствие этого, гадающий почувствует моральное удовлетворение. Туз пентаклей – это всегда личностный рост. Есть вероятность, что вы начнете заниматься чем-то духовным либо получите повышение на работе.

Человек, делающий расклад, много вкладывал в какое-то дело, поэтому аркан предзнаменует успешное разрешение задачи, пришла пора собирать плоды собственной деятельности. Если есть в окружении богатый родственник, ждите часть наследства в скором времени.

Начальство обязательно вас похвалит и поблагодарит за отличную работу, может быть, даже дадут премию, ведь карта предзнаменует и материальные блага.

Вокруг вас сконцентрировано много возможностей, не упустите свой шанс, найдите его, и будет счастье. Туз пентаклей часто трактуется как появление нужной и важной информации, возникновение блистательной идеи. Скоро ожидаются высокие доходы, не исключена возможность прославиться.";"В перевернутом положении карта подсказывает все те же моменты, как и в прямом положении, но они будут в негативном ключе. Например, богатство не сделает вас счастливым человеком. Планам не суждено сбыться.

Внутреннее спокойное состояние и отсутствие предчувствия проигрыша довольно обманчивы. На бытовом уровне возможна задержка зарплаты либо любой оплаты услуг, из-за этого многие намеченные задачи не осуществятся. Есть вероятность принятия поспешных решений, которые окажутся неверными.

Кроме материальных потерь, гадающий переосмыслит материальные ценности. В том случае, когда расклад делается на характер человека, туз пентаклей обозначает алчность, эгоцентризм. Карта предсказывает тревожные состояния, хроническую усталость, проблемы со здоровьем.";"Туз пентаклей в гадании на любовь и отношения, толкуется как крепкие  и долгосрочные семейные узы. Отношения между партнерами строятся больше на основании физической близости, чем душевной. Часто аркан указывает на внезапный поворот в хорошую сторону касательно романтических отношений.

Советует карта любить себя, свое тело, с должным уважением  относиться к себе, только после этого пытаться искать вторую половинку. Если расклад делается на характер партнера, выпадением туза пентаклей подчеркивается его слабая воля.

Возможно, вас просто хотят быстрее уложить в постель, поэтому прикладывают минимум сил на ухаживания, торопятся развивать отношения.";"В новых отношениях будет много споров из-за несовместимости интересов и по причине отсутствия взаимопонимания. Период ухаживаний перед интимной близостью может сильно затянуться.

В раскладе на отношения, перевернутая карта показывает, что союз построен по расчету, а не по любви.

В случае, когда карта выпала женщине, она чувствует себя заложницей брака, словно в золотой клетке. Внешне все выглядит отлично: богатый муж, красивый дом, дети, но она не чувствует достаточно заботы, любви и уважения, ей не хватает личного пространства.";"Начните новые дела, они будут удачны, и сулят хороший доход. Момент благоприятный и для осуществления тех планов, которые уже давно были задуманы. Есть вероятность, что гадающего ожидает очень дорогой и ценный подарок.

Если для поддержания важного проекта потребуется финансирование, то переживать не стоит, ваше дело профинансируют. За выполненную качественно работу вы обязательно получите вознаграждение, возможно, даже больше, чем вы договаривались с заказчиком до этого.

Если человек, делающий расклад на ситуацию, еще студент, то аркан предзнаменует удачную сдачу дипломной работы, практики, экзамена.";"В новом деле определенно  возникнут проблемы, которые повлекут за собой последствия, скорее всего, потери в материальном плане. Желаниям и целям не суждено реализоваться, и на это будут свои причины. Ожидайте задержку заработной платы, отмену премиальных выплат, отказ работодателя выплачивать деньги за проделанное дело.

Возникнут проблемы со здоровьем, если заболевание началось уже давно, терапия не даст ожидаемых результатов. Не скупитесь на консультацию хорошего специалиста. Такое поведение может привести к неприятным ситуациям. Не совершайте поспешных и необдуманных поступков, это может сыграть злую шутку.";"Сегодня удача будет преследовать по пятам. Будьте предельно внимательны, не упустите свои шансы, они предостерегают вас в разных местах и в самое неожиданное время. Вложитесь в те планы, которые являются долгосрочными и реальными, особенно если это касается карьеры и заработка.

Если все планы только краткосрочные, то сегодняшний день станет отличным стартом для далеко идущих задач.";"Успех и благосостояние зависит только от вас. Будьте активнее, не упускайте многочисленные возможности, чаще общайтесь с окружающими людьми, не бойтесь новых знакомств, ведь они принесут полезные связи. Сейчас фортуна повернулась к вам лицом, не упустите такой момент.

Однако не стоит искать во всем только материальное вознаграждение, не забывайте о духовном развитии, семье."
Coins02.jpg;Двойка;пентаклей;"Гадающего человека ожидают хорошие перемены. Он будет жить в гармонии с собой, улучшит свое материальное благосостояние, получит разнообразие и полезный взаимообмен. Известие или какая-нибудь новость, которую он получит в ближайшее время, не оставит его в покое, взбудоражит и взволнует его в позитивном плане. Это свидетельствует о его заметной динамике вперед.

Есть и отрицательная сторона карты, когда человек хватается за несколько дел одновременно, ведь это чревато неприятными последствиями, как минимум недоделанные дела. У него будут приятные хлопоты перед встречей желательных гостей, реализуется новое дело, получит хорошую весть в виде письма или телефонного звонка.

Даже несмотря на неуверенность в себе и своих силах, некоторые беспокойства, он все же отыщет самое верное решение или позицию в той или иной проблеме. Ему даже можно рассчитывать на большие перемены в своей жизни, и они будут положительными.";"Перевернутая карта характерна противоречиями, которые нарастают словно снежный ком. Если человек и будет двигаться к своей цели, то это будет один шаг вперед, и два – назад. И волнение, естественно, в отличие от прямого положения карты, имеет другой смысл.

Здесь уже не говорится о приятном волнении, человек выражает свое недовольство по поводу происходящих событий и желает все вернуть обратно, как оно было ранее. Несмотря на то, что он достигает какого-то компромисса, приспосабливается к ситуации, вот только удовлетворения и гармонии не получает, об этом просто не может быть и речи.

Если на душе у гадающего человека неспокойно, ему придется в силу обстоятельств, проявлять в себе позитивные качества, хотя бы придуманной и натянутой улыбкой. Ему это будет даваться совсем непросто. Таково стечение обстоятельств в перевернутом виде этой карты. Кроме того, он столкнется с бюрократией, и будет вынужден раздать долги.";"В браке двух людей заметно оживление в отношениях, которые уже давно не испытывали новизны. Такие отношения будут напоминать приятный, легкий флирт с отсутствием драматизма. Даже в самых сложных ситуациях они будут готовы справиться со многими проблемами без паники, будет присутствовать смягчение обстоятельств.

В браке может присутствовать и доля расчета в отношениях. Но этот расчет нельзя будет назвать обидным, возможно таковы условия для выживания. Это может просматриваться и в разных характерах двух партнеров, когда один человек терпит что-то в своем партнере, а другой – что-то ему позволяет.

В отношениях может присутствовать дружба, коммуникабельность, веселость с ощущением спонтанности и определенной деловитости.";"Ситуация в отношениях такова, что гадающий человек испытывает  состояние беспокойства после того, как партнер выдвинул свои условия. Появилась необходимость не только договариваться между собой, но и что-то приносить в жертву, где-то отстаивать свои права, а в чем-то уступать. И даже если они будут находить общий язык, в отношениях будет ощущаться прохлада, и воспоминания о том, что то золотое время уже позади.

Будут и препятствия, по причине которых человек не придет вовремя на свидание, или забудет позвонить. Могут случиться перемены, где один из партнеров полюбит другого человека.";"Ожидается более перспективная смена должности, а в бизнесе наблюдается стабилизация, реструктуризация, динамика. Человеку захочется зарабатывать сразу на двух работах, чтобы иметь два источника дохода, и у него это получится. Он, в принципе, удовлетворен свой деятельностью, хоть и будет испытывать долю суеты и дискомфорта. Будет достаточно компетентным и расторопным, чтобы справиться с большим объемом задач и решением большинства проблем.

Необходимо обдумывать все свои действия самостоятельно в тишине и покое. Не нужно особо доверять деловым партнерам и коллегам, они могут оказаться ненадежными, а их уверения – нестабильными.

Двойка пентаклей награждает человека приливом сил и ощущением свободы от лишних тревог. Такое состояние очень хорошо помогает ему выполнять свою работу на «отлично».";"Карта характеризуется усталость и полное отсутвствие мотивации. У гадающего человека пропадает желание двигаться к своей цели, идти вперед, ведь ему просто хочется уединиться, чтобы пережить свое трудное время.

Карта говорит, что не следует намечать деловые переговоры. Если пренебрегать совету карты, то гадающего ожидают негативные последствия или даже банкротство.";"Сегодня не нужно слишком серьезно относиться к своей трудовой деятельности. Вполне будет достаточно немного игривости, гибкости и легкомысленности. Не стоит отказываться от возможности – попробовать что-то новое, чтобы проверить свои способности. И даже если что-то не получится сразу, всегда можно повторить попытку.

В этот день человек будет хорошо приспосабливаться к полученным заданиям. Могут произойти некоторые изменения в бизнесе, связанные с незначительной прибылью. Аркан несет освобождение от унылости, и нужно правильно распорядиться этим днем.";"Гадающий человек должен задуматься: может ли он быть гибким, здравомыслящим и объективным в сложных ситуациях. Необходимо научиться приспосабливаться к противоречиям, с которыми он будет сталкиваться не так-то редко. И совсем скоро понадобится хитрость, находчивость, деловые качества и навыки, чтобы выглядеть достойно, а дела всегда находились на должном уровне.

Карта награждает такими качествами как: бодрость духа, энергия, прилив сил, динамическое равновесие. Даже обострение хронических заболеваний не помешают ему жить качественно и полноценно."
Coins03.jpg;Тройка;пентаклей;"Тройка пентаклей символизирует эволюцию, постепенный прогресс. Ее появление не обещает ошеломляющих результатов, шумных побед и таких же поражений – оно свидетельствует о том, что цель будет достигнута в результате регулярных усилий, постепенно.

Карта отрицает как мгновенный успех, так и застой, топтание на месте. Она призывает пользоваться трудолюбием, старательностью, настойчивостью и дисциплинированностью как лучшими средствами для достижения цели.

Также эта карта может символизировать общий результат большого количества усилий. Имеется в виду совместная работа и взаимопомощь.

Появление карты в гадании, можно трактовать как рекомендацию не полагаться только на себя, не отталкивать возможных помощников и покровителей, поскольку цель будет достигнута усилиями не одного человека. Аркан предостерегает от излишней самонадеянности, что может повредить взаимодействию.";"В перевернутом положении карта может символизировать плохие (или посредственные) результаты деятельности, причина которых – лень и некомпетентность. С другой стороны, карта может говорить о том, что человеку в его деле не хватает подлинного мастерства, что он действует как халтурщик (есть такое историческое название – «партач»), не понимает сути дела, работает грубо.

Также тройка пентаклей может обозначать денежные затруднения. Это будет не настоящая проблема, но «мелкие суета и трепыхания», небольшие, но досадные неурядицы.

Иногда карта говорит о том, что человек не может привлечь к себе внимание, проявить себя, и что причина этого – собственная лень и недостаток умений. Зато, он способен на «мелкие пакости», зло бытового уровня.";"Чаще всего в вопросах любви и отношений, карта говорит о том, что дело полностью зависит от самого человека. Ему незачем надеяться или пенять на судьбу – собственная инициатива, продуманные действия могут дать ему желаемое.

Эта карта может также говорить о стабильности и серьезности отношений, в которых партнеры относятся друг к другу с неподдельным интересом и уважением. В таком союзе обе стороны следят за собой, стремятся сохранить в глазах партнера привлекательность, не потерять его интерес. Результаты полностью оправдывают затраченные усилия.

Тройка пентаклей может выпасть и в том случае, когда гадают на брак и дальнейшее развитие отношений. Карта говорит и о неком деле, которое станет ступенькой либо к завязыванию связи (если гадающий одинок), либо к выяснению отношений и их переходу в более глубокую стадию.";"Перевернутая карта говорит о человеке, который в силу своих личностных качеств (а точнее, их отсутствия) не способен привлечь и особенно удержать внимание партнера. Нередко это характеризуется человеком, лишенного собственной воли и точки зрения, полностью принимающего мнение и желания своей половинки.

Тройка пентаклей может указывать на человека, каких в быту обычно называют жуликоватыми – хитрого, но не очень умного, лишенного утонченности. Такой человек примитивный материалист и эгоист, считающий, что в жизни все покупается и продается, и полагающий красоту отношений напрасной тратой времени и средств.

Иногда перевернутая карта указывает на неопределенность, ненадежность отношений, в которых партнеры еще не решили, чего они хотят.";"Если рассматриваемая ситуация касается карьеры или дел, то карта намекает на не слишком быстрый, но верный успех. Человека ожидают повышения строго по графику, без ускорения, но зато и без провалов.

В финансовых вопросах, тройка пентаклей – хороший знак. Она не сулит сверхприбылей, но уверенно обещает отсутствие убытков, потерь и непредвиденных трат.

При гадании на здоровье карта говорит о хорошей физической форме. Женщины могут воспринять ее как рекомендацию сделать-таки давно запланированную пластическую операцию.";"В перевернутом положении карта может предупреждать человека, что проблемы у него из-за того, что карьерный путь он выбрал неверный.

Карта говорит о том, что в создавшемся положении гадающему не стоит брать на себя роль лидера – он не сможет с нею справиться. Лучше будет, если он возьмет на себя роль исполнителя чужих распоряжений – это даст лучший результат.

Такая ситуация говорит о том, что человеку не хватит умений и подготовки, чтобы самостоятельно выбраться из создавшегося положения.";"В качестве карты дня, тройка пентаклей рекомендует отказаться от тормозящих развитие пережитков прошлого и перейти на качественно новый уровень. Форма этого отказа может быть различной – можно выяснить, наконец, отношения с партнером, поменять работу или закончить давно начатую работу.

В любом случае, это должно быть окончание некоего рутинного этапа прошлой жизни, что позволит начать новое дело.";Карта рекомендует не зацикливаться только на высоких материях, пренебрегая не слишком масштабными, но важными делами. Нужно делать хорошо любое дело, и не затягивать решение даже небольших проблем. Это не даст яркого результата, но обязательно приблизит к успеху.
Coins04.jpg;Четвёрка;пентаклей;"Четверка пентаклей является символом границ – правильного, полезного, допустимого, возможного. Эта карта в прямом положении указывает на такие свойства характера, как честность, практичность, деловая хватка, умение держать слово, приверженность закону и установленным нормам поведения.

Аркан рекомендует всегда тщательно обдумывать свои действия и составлять пошаговый план, прежде чем браться за реализацию какого-либо замысла. Такой подход к делам предвещает успех.

В отдельных случаях, карта намекает на получение гадающим некоего ценного (не обязательно в денежном смысле) подношения или подарка. Также эта карта может указывать на человека, которому свойственна здоровая расчетливость в финансовых вопросах.";"В перевернутом положении, карта часто рассматривается как характеристика отношения человека к вопросам материального благосостояния. Эта карта указывает на то, что корень финансовых проблем гадающего кроется в неумении воздерживаться от крайностей – он или скупец, или мот и растратчик.

Аркан характеризует человека как неорганизованного, неспособного планировать свои действия и точно придерживаться плана. Именно поэтому, карта выпадает людям несвободным, слишком зависимым от общественных условностей, воли других людей, а также чрезмерно загруженным работой и различными делами.

Перевернутая карта может характеризовать консерватора в худшем смысле этого слова – принципиального противника любых изменений, врага прогресса. При этом нередко появление этой карты, обещает такому ретрограду немалые неприятности.";"Значение карты в прямом положении при таком гадании противоречиво. Лучший вариант – указание на проверенные, стабильные отношения, в которых партнеры давно научились понимать друг друга, сохраняют безусловную верность и являются друг для друга поддержкой, опорой и надежным тылом.

Другой вариант, похуже – в отношениях присутствует собственническая составляющая. Это не обязательно плохо, но должно насторожить. Собственнические чувства в любви могут породить как повышенную заботливость и внимание к благополучию партнера, так и такую неуемную ревность, что Отелло ангелом терпения покажется.

Четверка Пентаклей может указывать на слишком медленное развитие отношений. Кто-то из партнеров (возможно и оба) слишком долго раздумывают над простым вопросом: что эти отношения для них значат, и что с ними делать дальше.";"В перевернутом положении карта выпадает тем, для кого брак – это штамп в паспорте. Карта говорит о том, что для человека важнее всего деньги, материально-бытовой аспект.

Подобное отношение к жизни, неизбежно приведет к конфликтам с родственниками, или партнером на почве распоряжения доходами и их количества. Перевернутая Четверка Пентаклей ясно говорит: отношениям угрожает серьезная опасность быть «заеденными бытом».";"Для любой ситуации данная карта – хорошее предзнаменование. Она свидетельствует о том, что все будет идти, как задумано, и цель будет достигнута запланированным путем и в установленные сроки. Возможные небольшие накладки будут легко устранены, поскольку положение полностью контролируется гадающим.

Если речь шла о работе, карту можно трактовать как стабильное положение, негромкий, но надежный успех, материальное благополучие. Менять работу она не рекомендует – можно ожидать успеха на имеющейся.

Вместе с тем, карта указывает, что в данной ситуации человека интересует только прагматическая, материальная сторона вопроса – вряд ли он совершит что-то действительно значительное.";"Значение карты в перевернутом положении весьма разнообразно. Так, она может свидетельствовать о том, что ситуация будет развиваться нежелательным образом из-за внешнего вмешательства. Другой вариант – человек сам неправильно расставил приоритеты, выбирая образ действий (принял второстепенное за главное), и это угрожает крахом всех его планов.

Карта может говорить о том, что человек тратит на разрешение вопроса слишком много сил, но делает это непродуктивно из-за отсутствия четкого плана и умения организовать дела.";"Стоит задуматься, правильно ли выбрано направление приложения усилий. Нередко бывает, что карта указывает на то, что человек тратит все свои силы на действия, которые лишь вредят реализации его планов.

Получив такую карту дня, нужно задуматься: правильно ли спланирован день, достойна ли мотивация предполагаемых действий. В противном случае можно получить нечто, противоположное желаемому.";"Можно и нужно отстаивать свое мнение, защищать свои интересы. Полезно также «ставить на место» глупцов и хамов. Но не следует при этом быть агрессором.

Очень полезно осмысливать и использовать в дальнейших планах полученный жизненный опыт, особенно если довелось пережить неудачу."
Coins05.jpg;Пятёрка;пентаклей;"Чаще всего пятерка пентаклей выступает символом беспокойства. Это может быть мотивированная тревога – деловые сложности, слишком большие нагрузки, большая ответственность, риск потерять что-либо ценное, а также беспричинные страхи – фобии, депрессию.

При этом обычно карта в таком положении выпадает людям, склонным жить ощущениями, одним днем, без четких планов и расчетов на будущее. В этом случае карта указывает на то, что причина беспокойств кроется именно в такой жизненной позиции.

В положительном аспекте карта может означать период испытаний, назначение которого – подготовить человека к новому этапу его существования, развить и укрепить его душевно. В этом смысле карта призывает встречать удары судьбы достойно, идти на сознательные самоограничения, проявить терпение и выдержку.";"В перевернутом положении, карта имеет достаточно оптимистическое значение. Чаще всего появление карты в таком положении говорит о том, что в данный момент у гадающего человека в жизни «черная полоса», но она уже заканчивается.

В этом случае, появление данного аркана следует принять, как рекомендацию отнестись к проблемам философски, проявить терпение, поскольку вскоре дела начнут понемногу налаживаться сами собой.

Пятерка пентаклей говорит, что решение проблемы у гадающего уже найдено, либо оно придет к нему в ближайшее время. Это может быть и его собственное действие, и стороннее влияние.";"В гадании на любовь и отношения, карта говорит о недоверии, подозрениях, кризисном этапе в отношениях. Это может быть как проблема одного из партнеров (ревность, неудовлетворенность, какие-то подозрения), так и общий упадок отношений, которые «не задались».

Очень часто карта говорит о том, что в паре один из партнеров склонен создавать другому проблемы – перегружает его своими жалобами или требует каких-то немотивированных ограничений.";"В перевернутом положении, пятерка пентаклей указывает на сложный этап в отношениях, вызванный вполне конкретными причинами. Чаще всего это бывает неправильное понимание основ, на которых должны строиться отношения.

Однако, карта указывает на разрешимую проблему, такую, из которой можно с успехом «выпутаться», если захотеть этого и правильно выявить источник зла.

В некоторых случаях карта может свидетельствовать и о том, что пик кризиса отношений уже пройден, или о том, что имеющиеся проблемы их не нарушат.";"Карта указывает на неустойчивое, ненадежное положение. Так, если рассматривалась деловая ситуация, ее можно трактовать как некое событие, что с равным успехом может привести и к карьерному росту, и к увольнению (к примеру, это может быть ревизия). Также она указывает, что человеку предстоит пережить некое событие, которого он боится (экзамен, собеседование, переезд, переход на новую должность).

Трактовать карту как предзнаменование провала не стоит – она лишь говорит о том, что человек боится предстоящего события, но оно вовсе не обязательно действительно страшно.

Кроме того, неустойчивость хороша тем, что не может продолжаться долго. Пятерка пентаклей говорит о том, что все проблемы скоро разрешаться (а вот хорошо или плохо – вопрос).

Действительно скверное значение имеет карта в раскладах на здоровье – она обещает его резкое ухудшение, серьезную (даже опасную для жизни) болезнь.";"Аркан может свидетельствовать о том, что гадающему человеку предстоит беспочвенная ссора на основании недоказанных и несправедливых обвинений. Другой вариант – в трудной ситуации человеку придется сделать моральный выбор, и результат будет не очень-то моральным.

Нередко перевернутая карта может говорить о том, что человек преувеличивает свои проблемы, и ситуация усугубляется именно от этого. В таком случае, карту нужно понимать как совет не паниковать и бояться не больше, чем ситуация того действительно заслуживает. Еще карта может означать период застоя, когда никакими силами нельзя заставить ситуацию развиваться.";"Не стоит строить на такой день далеко идущие планы – все равно дела пойдут не так, как надо. Возможно, стоит подумать о том, чтобы поменять жизненные приоритеты. Возможно, впереди ожидается неблагоприятная полоса в жизни.

Но жизнь, как известно, похожа на зебру, поэтому следует принять предстоящие испытания с достоинством, терпеливо перенести их, и дело быстро наладится.";Необоснованные претензии и непомерные желания не доводят до добра. Лучше помнить, что любое благо нужно заслужить, относиться к проблемам и трудностям философски, и тогда может оказаться, что они не настолько страшны, как показались на первый взгляд.
